epoch,accuracy,loss,val_accuracy,val_loss
109,0.7910789251327515,0.5359490513801575,0.769817054271698,0.5784413814544678
110,0.7926039099693298,0.5373169183731079,0.7827743887901306,0.5463316440582275
111,0.7863133549690247,0.5448797345161438,0.7606707215309143,0.5865907669067383
112,0.7950819730758667,0.5428746342658997,0.7759146094322205,0.5592243671417236
113,0.7969881892204285,0.5356142520904541,0.7835366129875183,0.5498993396759033
114,0.7941288352012634,0.5350906252861023,0.7705792784690857,0.5744956731796265
115,0.7971788048744202,0.5287396311759949,0.7827743887901306,0.5541079640388489
116,0.7926039099693298,0.535167396068573,0.7721036672592163,0.5679171681404114
117,0.7998474836349487,0.5338839292526245,0.7850610017776489,0.5522847771644592
118,0.7967975735664368,0.5344886779785156,0.7842987775802612,0.5494098663330078
119,0.8042318224906921,0.5283913016319275,0.7865853905677795,0.5416682958602905
120,0.7947007417678833,0.5284391045570374,0.7835366129875183,0.5528661012649536
121,0.8000380992889404,0.5199771523475647,0.792682945728302,0.5300421714782715
122,0.7954632043838501,0.5235427618026733,0.7850610017776489,0.5396838784217834
123,0.7964163422584534,0.5269055366516113,0.7751524448394775,0.5751262903213501
124,0.7983225584030151,0.5222126841545105,0.7736280560493469,0.5730016231536865
125,0.8017536997795105,0.5180453658103943,0.7881097793579102,0.5393973588943481
126,0.8034693002700806,0.5189778804779053,0.7797256112098694,0.5446508526802063
127,0.806709885597229,0.5164392590522766,0.7804877758026123,0.5579001307487488
128,0.8061380386352539,0.513198971748352,0.7896341681480408,0.5388914942741394
129,0.806709885597229,0.508937656879425,0.7751524448394775,0.5680129528045654
130,0.8004193902015686,0.5209459662437439,0.7743902206420898,0.5569512248039246
131,0.7977506518363953,0.51424640417099,0.7797256112098694,0.563176691532135
132,0.8061380386352539,0.5060395002365112,0.7842987775802612,0.5496929883956909
133,0.803850531578064,0.5121060609817505,0.7919207215309143,0.5247933268547058
134,0.8105223178863525,0.5039960741996765,0.7873475551605225,0.5293149352073669
135,0.797941267490387,0.5155350565910339,0.7865853905677795,0.5375832319259644
136,0.8069005012512207,0.506432056427002,0.7896341681480408,0.553453803062439
137,0.8072817325592041,0.5120669007301331,0.7858231663703918,0.5356810092926025
138,0.8084254860877991,0.5035632252693176,0.7835366129875183,0.5608584880828857
139,0.8069005012512207,0.5037596821784973,0.7842987775802612,0.5486698746681213
140,0.8084254860877991,0.5027376413345337,0.7842987775802612,0.5562115907669067
141,0.8049942851066589,0.5008379817008972,0.7743902206420898,0.5652203559875488
142,0.8070911169052124,0.5088410377502441,0.7972561120986938,0.5301773548126221
143,0.8143347501754761,0.48958614468574524,0.7820122241973877,0.5357271432876587
144,0.8112847805023193,0.49397602677345276,0.7919207215309143,0.5178443789482117
145,0.8048036694526672,0.5098180174827576,0.7896341681480408,0.5219808220863342
146,0.8086161017417908,0.4995328485965729,0.7964938879013062,0.5146334171295166
147,0.8074723482131958,0.4962889850139618,0.7972561120986938,0.5146633386611938
148,0.8051849007606506,0.4985874593257904,0.7903963327407837,0.5361385345458984
149,0.8110941648483276,0.49942153692245483,0.7964938879013062,0.5170436501502991
150,0.8137628436088562,0.48127153515815735,0.7980182766914368,0.511802613735199
151,0.8162409663200378,0.4863000512123108,0.8003048896789551,0.5189487934112549
152,0.8189096450805664,0.4798254370689392,0.7972561120986938,0.510837197303772
153,0.8183377981185913,0.48791828751564026,0.7964938879013062,0.5197228789329529
154,0.8141441345214844,0.48983585834503174,0.7972561120986938,0.5113369822502136
155,0.8105223178863525,0.4991743266582489,0.801067054271698,0.5094550251960754
156,0.8191002607345581,0.4880561828613281,0.7942073345184326,0.5193912386894226
157,0.8202440142631531,0.4812995195388794,0.7964938879013062,0.5226141810417175
158,0.8206252455711365,0.4771888256072998,0.7911585569381714,0.5123465657234192
159,0.815669059753418,0.4843932092189789,0.8018292784690857,0.5030872225761414
160,0.8116660118103027,0.4832121431827545,0.7919207215309143,0.5179699063301086
161,0.8210064768791199,0.4712141752243042,0.8041158318519592,0.5060093402862549
162,0.8259626626968384,0.4724782407283783,0.7980182766914368,0.5019189119338989
163,0.8158596754074097,0.4869179427623749,0.7987805008888245,0.5123526453971863
164,0.8211970925331116,0.4716786742210388,0.7911585569381714,0.512913703918457
165,0.8253907561302185,0.4708840250968933,0.7919207215309143,0.5076914429664612
166,0.821578323841095,0.46964162588119507,0.8018292784690857,0.4960775077342987
167,0.8164315819740295,0.48051077127456665,0.7987805008888245,0.5117323994636536
168,0.8179565668106079,0.47985410690307617,0.7949694991111755,0.505676805973053
169,0.8192908763885498,0.4727952480316162,0.7896341681480408,0.5267266631126404
170,0.8187190294265747,0.4660365879535675,0.7995426654815674,0.5094243288040161
171,0.8210064768791199,0.47585204243659973,0.8003048896789551,0.4978311061859131
172,0.8250095248222351,0.46416062116622925,0.801067054271698,0.5064700841903687
173,0.8242470622062683,0.4727119207382202,0.7995426654815674,0.5170625448226929
174,0.8183377981185913,0.4669720530509949,0.7964938879013062,0.5088030099868774
175,0.8301563262939453,0.45949867367744446,0.7949694991111755,0.5341492891311646
176,0.8295844197273254,0.4543980658054352,0.8025914430618286,0.5078456997871399
177,0.8158596754074097,0.46783387660980225,0.8041158318519592,0.4987333416938782
178,0.8272969722747803,0.4607525169849396,0.7903963327407837,0.5333399176597595
179,0.8265345096588135,0.4606839716434479,0.8041158318519592,0.5019351840019226
180,0.8248189091682434,0.46294474601745605,0.801067054271698,0.5059390068054199
181,0.8255813717842102,0.4503677785396576,0.8033536672592163,0.5059605240821838
182,0.8278688788414001,0.452935129404068,0.8079268336296082,0.48970654606819153
183,0.8282501101493835,0.45941224694252014,0.8094512224197388,0.48984619975090027
184,0.82443767786026,0.45926347374916077,0.8071646094322205,0.5059086084365845
185,0.8284407258033752,0.4534357488155365,0.7934451103210449,0.5410977602005005
186,0.8278688788414001,0.4510514736175537,0.8033536672592163,0.5012460350990295
187,0.8353030681610107,0.4493618905544281,0.7934451103210449,0.5217915773391724
188,0.8259626626968384,0.45537009835243225,0.7957317233085632,0.5264802575111389
189,0.830346941947937,0.44751980900764465,0.8033536672592163,0.5068397521972656
190,0.8337781429290771,0.4386002719402313,0.8071646094322205,0.49218860268592834
191,0.8305375576019287,0.44737479090690613,0.8132622241973877,0.4969177842140198
192,0.8354936838150024,0.4371544420719147,0.8079268336296082,0.4866139590740204
193,0.8267251253128052,0.45097818970680237,0.8132622241973877,0.49642181396484375
194,0.8313000202178955,0.44581836462020874,0.8048780560493469,0.49497488141059875
195,0.8320625424385071,0.4440563917160034,0.8102133870124817,0.4954273998737335
196,0.8398780226707458,0.43775293231010437,0.8125,0.48339807987213135
197,0.8313000202178955,0.44494694471359253,0.8048780560493469,0.5059522390365601
198,0.8347312211990356,0.4370863735675812,0.8117377758026123,0.48560231924057007
199,0.8341593742370605,0.4319242835044861,0.8071646094322205,0.48255738615989685
200,0.836256206035614,0.4292122423648834,0.8094512224197388,0.4926779270172119
201,0.8347312211990356,0.44148731231689453,0.7987805008888245,0.5048252940177917
202,0.8379718065261841,0.4370504319667816,0.8041158318519592,0.49632179737091064
203,0.836256206035614,0.4331117570400238,0.8079268336296082,0.48273155093193054
204,0.8370186686515808,0.42950162291526794,0.8041158318519592,0.4965039789676666
205,0.836256206035614,0.43449562788009644,0.8102133870124817,0.49350184202194214
206,0.8440716862678528,0.42537063360214233,0.8064024448394775,0.49015575647354126
207,0.8385436534881592,0.42926451563835144,0.8163110017776489,0.4786790609359741
208,0.8309187889099121,0.43561258912086487,0.8056402206420898,0.48806989192962646
209,0.840449869632721,0.41316360235214233,0.8155487775802612,0.49414724111557007
210,0.8387342691421509,0.4263962209224701,0.8170731663703918,0.47142326831817627
211,0.8417842388153076,0.4269881844520569,0.8086889982223511,0.48515287041664124
212,0.841021716594696,0.43025848269462585,0.8125,0.4835243225097656
213,0.8394967317581177,0.42176833748817444,0.8178353905677795,0.47347626090049744
214,0.8358749747276306,0.4364341199398041,0.8079268336296082,0.4843478202819824
215,0.8412123322486877,0.4298269748687744,0.8102133870124817,0.4880635738372803
216,0.835112452507019,0.4229089319705963,0.7911585569381714,0.5157898664474487
217,0.8492184281349182,0.40996524691581726,0.8048780560493469,0.4998164176940918
218,0.8446435332298279,0.41679850220680237,0.8064024448394775,0.5204046964645386
219,0.8419748544692993,0.41628435254096985,0.8018292784690857,0.5182822346687317
220,0.8436904549598694,0.4270528256893158,0.8178353905677795,0.49146127700805664
221,0.8471215963363647,0.4142235219478607,0.8140243887901306,0.4901524484157562
222,0.8454059958457947,0.4117387533187866,0.8086889982223511,0.48034170269966125
223,0.8448341488838196,0.4184494912624359,0.7408536672592163,0.650902271270752
224,0.8515059351921082,0.41487938165664673,0.8102133870124817,0.48761045932769775
225,0.845215380191803,0.4116632044315338,0.8109756112098694,0.48102495074272156
226,0.8478841185569763,0.40717336535453796,0.8193597793579102,0.4671022891998291
227,0.8465497493743896,0.4093572199344635,0.8147866129875183,0.4758836627006531
228,0.8459779024124146,0.4127734899520874,0.8201219439506531,0.4831438660621643
229,0.8433091640472412,0.4156304597854614,0.8125,0.4899655878543854
230,0.8417842388153076,0.41804376244544983,0.7896341681480408,0.5394102931022644
231,0.8484559655189514,0.40581730008125305,0.8102133870124817,0.48184293508529663
232,0.8440716862678528,0.40936630964279175,0.8155487775802612,0.4709664285182953
233,0.8482653498649597,0.407657265663147,0.8102133870124817,0.5050544738769531
234,0.852268397808075,0.3971254825592041,0.7972561120986938,0.5402045249938965
235,0.8547464609146118,0.3926432728767395,0.8056402206420898,0.4945220947265625
236,0.8438810706138611,0.40782400965690613,0.8109756112098694,0.4975225329399109
237,0.8501715660095215,0.40455618500709534,0.8163110017776489,0.48602843284606934
238,0.858177661895752,0.39423078298568726,0.8163110017776489,0.4717385768890381
239,0.8497903347015381,0.4009758532047272,0.8102133870124817,0.49842602014541626
240,0.8465497493743896,0.4026027023792267,0.8178353905677795,0.47158193588256836
241,0.8532214760780334,0.3998739421367645,0.8079268336296082,0.48048028349876404
242,0.8526496291160583,0.39509472250938416,0.8094512224197388,0.48838531970977783
243,0.8520777821540833,0.391105979681015,0.8125,0.490094393491745
244,0.8537933826446533,0.39207923412323,0.801067054271698,0.5099236965179443
245,0.8549370765686035,0.3926088511943817,0.8132622241973877,0.5039272308349609
246,0.8505527973175049,0.3946993052959442,0.8216463327407837,0.4664061963558197
247,0.852268397808075,0.40118637681007385,0.8201219439506531,0.46488988399505615
248,0.8600838780403137,0.38622555136680603,0.8216463327407837,0.47289133071899414
249,0.8553183674812317,0.3917381167411804,0.8216463327407837,0.4750479757785797
250,0.8530308604240417,0.3892379105091095,0.7842987775802612,0.5523359775543213
251,0.853983998298645,0.3951570987701416,0.8231707215309143,0.4598655104637146
252,0.8509340286254883,0.39254844188690186,0.8208841681480408,0.4940357804298401
253,0.8572245240211487,0.384471595287323,0.8193597793579102,0.4677896797657013
254,0.8494090437889099,0.39914652705192566,0.8254573345184326,0.46684861183166504
255,0.8633244633674622,0.3820790648460388,0.8178353905677795,0.46456336975097656
256,0.8547464609146118,0.3823070824146271,0.823932945728302,0.480092853307724
257,0.8505527973175049,0.38825860619544983,0.7949694991111755,0.5239712595939636
258,0.8520777821540833,0.3887384235858917,0.8155487775802612,0.47022703289985657
259,0.8583682775497437,0.379442423582077,0.8224085569381714,0.4695667624473572
260,0.8536027669906616,0.38168004155158997,0.8208841681480408,0.4604187607765198
261,0.8604651093482971,0.3833813965320587,0.8208841681480408,0.4679819345474243
262,0.8631337881088257,0.3672427833080292,0.823932945728302,0.479366660118103
263,0.8637056946754456,0.37550804018974304,0.8178353905677795,0.47138693928718567
264,0.8537933826446533,0.3877750337123871,0.8109756112098694,0.4977935552597046
265,0.8608463406562805,0.3729110360145569,0.8254573345184326,0.47816774249076843
266,0.8614182472229004,0.36964285373687744,0.8170731663703918,0.4779946804046631
267,0.8595120310783386,0.378462553024292,0.823932945728302,0.4596499502658844
268,0.858177661895752,0.3728630244731903,0.8185975551605225,0.4704230725765228
269,0.8642775416374207,0.36532387137413025,0.7995426654815674,0.5083146691322327
270,0.859893262386322,0.37119370698928833,0.8125,0.47288191318511963
271,0.8678993582725525,0.36882254481315613,0.8140243887901306,0.47713303565979004
272,0.8680899739265442,0.3706939220428467,0.8330792784690857,0.45453667640686035
273,0.8606557250022888,0.3710390329360962,0.8041158318519592,0.521630585193634
274,0.8608463406562805,0.3723016083240509,0.8262194991111755,0.4781847596168518
275,0.8623713254928589,0.365577757358551,0.8292682766914368,0.4651997685432434
276,0.8572245240211487,0.3803998529911041,0.8102133870124817,0.5189470648765564
277,0.859893262386322,0.3666585087776184,0.8064024448394775,0.5205174088478088
278,0.8682805895805359,0.356554239988327,0.832317054271698,0.45924103260040283
279,0.862943172454834,0.3630945682525635,0.8178353905677795,0.4844968914985657
280,0.8738086223602295,0.35643166303634644,0.8269817233085632,0.47197598218917847
281,0.8713305592536926,0.355146199464798,0.8246951103210449,0.4641353189945221
282,0.8635150790214539,0.36107316613197327,0.8155487775802612,0.4894532561302185
283,0.8675181269645691,0.34968605637550354,0.8246951103210449,0.457412987947464
284,0.8644681572914124,0.36556461453437805,0.8208841681480408,0.4675852656364441
285,0.8703774213790894,0.353499174118042,0.8185975551605225,0.48432546854019165
286,0.8648493885993958,0.36219602823257446,0.8086889982223511,0.49771425127983093
287,0.8654212951660156,0.3592616021633148,0.823932945728302,0.4611530900001526
288,0.8741898536682129,0.34979361295700073,0.8246951103210449,0.4751509726047516
289,0.8665649890899658,0.35750630497932434,0.8185975551605225,0.4739728271961212
290,0.8690430521965027,0.3517172336578369,0.8315548896789551,0.46568652987480164
291,0.8694243431091309,0.35102343559265137,0.8155487775802612,0.49669116735458374
292,0.8707586526870728,0.35165733098983765,0.8224085569381714,0.48377344012260437
293,0.8703774213790894,0.3482294976711273,0.8193597793579102,0.4941072165966034
294,0.8711399435997009,0.3568159341812134,0.8300305008888245,0.45750752091407776
295,0.8738086223602295,0.3479538559913635,0.8208841681480408,0.48311853408813477
296,0.8709492683410645,0.3536502718925476,0.8300305008888245,0.460617333650589
297,0.8692337274551392,0.3506232500076294,0.8307926654815674,0.45958802103996277
298,0.8675181269645691,0.3534178137779236,0.8307926654815674,0.4663431942462921
299,0.8734273910522461,0.3469970226287842,0.8269817233085632,0.46217501163482666
300,0.8701868057250977,0.341245174407959,0.8231707215309143,0.47877511382102966
301,0.871711790561676,0.34212249517440796,0.8231707215309143,0.4660906493663788
302,0.8707586526870728,0.34103289246559143,0.8277438879013062,0.45722267031669617
