epoch,accuracy,loss,val_accuracy,val_loss
0,0.6460080742835999,0.8940959572792053,0.6378881931304932,0.8918853402137756
1,0.6491146087646484,0.8733265995979309,0.6378881931304932,0.8883628845214844
2,0.6491146087646484,0.8667090535163879,0.6378881931304932,0.8822892904281616
3,0.6491146087646484,0.8625223636627197,0.6378881931304932,0.8745666742324829
4,0.6494252681732178,0.845373809337616,0.6391304135322571,0.8419776558876038
5,0.655017077922821,0.8176721334457397,0.6614906787872314,0.8692094683647156
6,0.6634047627449036,0.7957844734191895,0.6596273183822632,0.7701855897903442
7,0.6575023531913757,0.7935470342636108,0.6645962595939636,0.7698296904563904
8,0.6640260815620422,0.7877138257026672,0.6645962595939636,0.7651330232620239
9,0.6691519021987915,0.7764431238174438,0.6807453632354736,0.7727500200271606
10,0.6682199239730835,0.7815914750099182,0.6739130616188049,0.7600749731063843
11,0.6750543713569641,0.7684655785560608,0.6801242232322693,0.7561707496643066
12,0.6806461811065674,0.7599924206733704,0.6788820028305054,0.7294348478317261
13,0.6787822246551514,0.756949245929718,0.6813664436340332,0.7191225290298462
14,0.6840633749961853,0.7474236488342285,0.678260862827301,0.7253646850585938
15,0.6887232065200806,0.7383096218109131,0.6931676864624023,0.769885778427124
16,0.683286726474762,0.7423553466796875,0.6981366276741028,0.7263528108596802
17,0.6893445253372192,0.7321199178695679,0.6981366276741028,0.7198251485824585
18,0.6853060126304626,0.7288275957107544,0.6968944072723389,0.6974175572395325
19,0.6958682537078857,0.7186022400856018,0.7068322896957397,0.6922542452812195
20,0.6949363350868225,0.7201630473136902,0.7037267088890076,0.6881388425827026
21,0.7000621557235718,0.7091006636619568,0.6950310468673706,0.6944476366043091
22,0.7053432464599609,0.7087419033050537,0.6962732672691345,0.7578659057617188
23,0.7073625326156616,0.7031400203704834,0.7024844884872437,0.7056089639663696
24,0.7048773169517517,0.7010160088539124,0.7018633484840393,0.6973810195922852
25,0.7079838514328003,0.6947848796844482,0.7155279517173767,0.6787670254707336
26,0.7137309908866882,0.6864299774169922,0.7192546725273132,0.6689209938049316
27,0.7179248332977295,0.6833989024162292,0.7279503345489502,0.6660894155502319
28,0.7213420271873474,0.683388888835907,0.7322981357574463,0.6671284437179565
29,0.7224293351173401,0.676214873790741,0.7397515773773193,0.6562140583992004
30,0.7289530634880066,0.6699668765068054,0.7428571581840515,0.6810500621795654
31,0.7359428405761719,0.666438102722168,0.7440993785858154,0.6410154700279236
32,0.7306616902351379,0.6655914187431335,0.7472049593925476,0.6266955733299255
33,0.7331469655036926,0.6624348759651184,0.7546584010124207,0.628472626209259
34,0.7365641593933105,0.6538662314414978,0.7546584010124207,0.6347600817680359
35,0.7381174564361572,0.6490752100944519,0.7496894598007202,0.6218153834342957
